ID,URL,Priority,Name,Description,Automation State,Domain,Created By,Variant1,Test Type,Variant2,DO NOT UPDATE - Legacy Requirements Set Name 1,DO NOT UPDATE - Legacy Requirements Set Name 2
34577,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7776?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Download of SMS,To verify abort of SMS download,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,MAP,,Functional
30769,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1771?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Hold,To verify the send Hold  from HU with  invalid syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
30774,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1776?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,MPY_Replace,To verify the MPY_Replace call from HU with  invalid syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
30779,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1781?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetSignalQuality,To verify the GetSignalQuality call from HU with  invalid syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
30567,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1422?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,startServiceConnect API,Validate the API that is used to start service connection with aspecific profile,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
34553,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7752?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Download of outbox SMS,To verify the behavior of HU on disconnecting HFP connection while download of outbox SMS is in progress,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,MAP,,Negative
31204,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2176?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,Synchronize,To verify the behaviour of Synchronize in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Stress
30633,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1516?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,getItems,Validate the API that is used to get the details of contact,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,DB_Service,,Functional
30641,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1524?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,setFormattedNameOrder,"Validate the API that is used to set the formatted name order say GN, FN or FN, GN",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,DB_Service,,Functional
30642,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1525?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,getFormattedNameOrder,Validate the API that is used to get the formatted name order set previously,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,DB_Service,,Functional
30713,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1715?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,MPY_Replace,To verify the MPY_Replace call from HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Functional
30554,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1409?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,getNetworkRegistrationStatus API,"Validate the API that is used to , verify the status of registration , when in Home network reflect Phone_Regstate_Home and for Roaming is Phone_regstate_Roaming",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
30907,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_924?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,MAP_Read,To verify the behaviour of BSS_MAP_Read with invalid call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,MAP,,Negative_Invalid
30891,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_908?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BSS_MAP_Abort,To verify the behaviour of BSS_MAP_Abort,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,MAP,,Functional
30579,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1434?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,setBluetoothOn API,Validate the API that is used to set Bluetooth ON,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,BT_Service,,Functional
30810,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1812?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,SetNRStatus,It is used for the enabling NR Status of connected phone with Invalid call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
30951,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1910?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,AVRCP_Connect,To verify the behaviour of BSS_AVRCP_Connect call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Functional
30813,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1815?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,SetEyesFreeMode,It is used for the enabling EyesFreeMode of connected phone with invalid call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
30988,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1947?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,BSS_AVRCP_CtSearch,To verify the behaviour of BSS_AVRCP_CtSearch call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,Media,,Functional
32670,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5271?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,CallStack,"To verify  using PB database, get call stack count for DC ( dialled call)",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,MDR_ORI_BT_233,Functional
34254,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7410?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Call Transfer,"To verify  connect HFP, make outgoing call from HU and Move Audio OFF at HU, attend the call at Ref1",Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,,Functional
31048,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2007?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,PBAP_PullvCardListing,To verify the behaviour of PBAP_PullvCardListing Call,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PBAP,,Functional
34329,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7522?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Call Transfer,To verify that when active call is transfrd to Mobile then even after BT on/off call should Move back to HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,HFP,,Functional
34317,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7510?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,2_HFP_Mobile,"To verify 2 Mobiles - active  Mobile1, Mobile2-  incoming call, holda ctive call accept incoming call",Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,,Functional
34296,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7479?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,MPY Replace,To verify that the HU can replace the on-hold call with active call with MPY-replace functionality on HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,,Functional
34328,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7521?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,2_HFP_Mobile,To verify 2 Mobile - Mobile1 Initiate VR + Mobile2 also intiate VR,Automated,Bluetooth,"Kumar, Naveen",WiCoME,IOP,HFP,,Functional
34342,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7535?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,AUDIO mode,To verify PHONE_EV_AUDIO & PHONE_EV_HANDSFREEevent is ON when call is intiated from HF,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,HFP,,Functional
32889,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5508?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Merge contacts,"To validate merging of all the fields of contact when duplicate contacts is having org name,adress,home number information.",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,PBAP,2308661,Functional
35236,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8463?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Single track,To verify next behavior when only one track is present in Bluetooth Device and Shuffle=OFF; Repeat=OFF,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,,Functional
30782,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1784?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,GetRegisterState,To verify the GetRegisterState call from HU with  invalid syntax,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Negative_Invalid
35235,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_8462?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Single track,To verify next behavior when only one track is present in Bluetooth Device and Shuffle=ON; Repeat=ALL,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,Media_Gen4,,Functional
32966,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5587?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Autoconnection,To verify autoconnection when device is disconnected explicitly from remote phone and we do BT OFF/ON.,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,GAP,,Functional
34536,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7735?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Download of inbox SMS,To verify read status of inbox SMS can be modified,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Unassigned,MAP,,Functional
30402,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_486?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_GAP_SimplePairingModeSet,To verify the behaviour of BSS_GAP_SimplePairingModeSet call with different bonding mode and mitm_protection in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,BSS,,Stress
30409,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_493?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_GAP_ServiceListQuery,To verify the behaviour of BSS_GAP_ServiceListQuery call in loop,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,BSS,,Stress
30412,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_496?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,BSS_GAP_DetectDeviceInRange,To verify the behaviour of BSS_GAP_DetectDeviceInRange call in loop of 5,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,BSS,,Stress
31139,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2111?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,SetObjectInstances,To verify the behaviour of SetObjectInstances,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Functional
31148,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2120?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,ClearObjectNotifications,To verify the behaviour of ClearObjectNotifications,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Functional
31165,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_2137?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,RecalcTimeZoneAndDST,To verify the behaviour of RecalcTimeZoneAndDST when incorrect GCF call is given,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,PIM,,Negative_Incorrect
30650,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1533?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,getAlphaJumpTable,Validate the API to Get Alpha Jump Table,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,API,DB_Service,,Functional
30863,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_1865?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,ReadIMEI,To verify getting the IMEI number of connected phone in a loop on HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,API,HFP,,Stress
34042,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7158?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Pairing_Connection,To verify that the HU can initiate HFP connection on Mobile,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,BSS,NA,Functional
32453,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5049?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,HFP_CallActive,"To verify Accept an incoming call at connected mobile device, once ringing is in progress",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,IOP,HFP,MDR_ORI_BT_135,Stress
32526,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5125?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,Callstatus,To validate that no Fake Terminated CallStatus sent on syncComplete,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Unassigned,HFP,2300495,Functional
32505,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5102?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,B,HFP_Call,To verify call is active on HU for 1 hour and during that do BT OFF/ON multiple times.,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,HFP,"BT_DomainServ_HFP_061""",Functional
32709,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5311?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,DeleteAllItems (Favorite),To verify that ALL favorite contacts can be deleted from Favorite List from  HU,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,Unassigned,Functional
34355,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_7548?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Inquiry,To verify that HU can sucessfully search new devices when an active call is going on HU,Automated,Bluetooth,"Kumar, Naveen",WiCoME,Sanity,HFP,,Functional
32866,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5474?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,A,Delete Favorite + Disonnected phone,To validate that favorite contact can be deleted from HU even when phone is disconnected from HU,Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,2275192,Functional
32675,https://alm.harman.com/qm3/service/com.ibm.rqm.integration.service.IIntegrationService/resources/GTC+%E2%80%93+Con+%28QM3%29/testcase/GMMY20_5276?oslc_config.context=https%3A%2F%2Falm.harman.com%2Fgc%2Fconfiguration%2F805,Unassigned,CallStack,"To verify  using PB database, get call stack list for all using ' ' (MC, RC, DC)",Automated,Bluetooth,"Kumar, Naveen",Domain_Service,Sanity,PBAP,MDR_ORI_BT_231,Functional
